,hindi,english
152,फॉरवर्ड ब्लॉक,All India Forward Bloc
153,बंगाल,Bengal
154,बटुकेश्वर दत्त,Batukeshwar Dutt
155,बबूल,Vachellia nilotica
156,बम्बई,Mumbai
157,बांग्ला,Bengali language
158,बांग्ला भाषा,Bengali language
159,बालगंगाधर तिलक,Bal Gangadhar Tilak
160,बाह,Bah
161,बिचपुरी,Bichpuri
162,बिस्मिल,Bismil
163,बेतिया,Bettiah
164,ब्रह्मचर्य,Brahmacarya
165,ब्रिटिश,European Charter for Regional or Minority Languages
166,ब्रिटिश राज,British Raj
167,ब्रिटिश साम्राज्य,British Empire
168,भगत सिंह,Bhagat Singh
169,भाई परमानन्द,Bhai Parmanand
170,भारत,India
171,भारतीय,Indian
172,भारतीय स्वतंत्रता आंदोलन,Indian independence movement
173,भारतीय स्वतन्त्रता संग्राम,Indian independence movement
174,भूख हड़ताल,Hunger strike
175,भैंस,Water buffalo
176,मदन मोहन मालवीय,Madan Mohan Malaviya
177,मध्य प्रदेश,Madhya Pradesh
178,मन्दिर,Hindu temple
179,मन्मथनाथ गुप्त,Manmath Nath Gupta
180,महात्मा,Mahātmā
181,माउज़र पिस्तौल,Mauser C96
182,मुंबई,Mumbai
183,मुखम्मस,Mukhammas
184,मुरारी शर्मा,Murari Sharma
185,मुरैना,Morena
186,मैनपुरी,Mainpuri
187,मोतीलाल नेहरू,Motilal Nehru
188,मोहम्मद अली जिन्ना,Muhammad Ali Jinnah
189,यतीन्द्रनाथ दास,Jatindra Nath Das
190,यमुना,Yamuna
191,युगान्तर,Jugantar
192,युद्ध,War
193,योगेश चन्द्र चटर्जी,Jogesh Chandra Chatterjee
194,राजनीति,Politics
195,राजेन्द्र प्रसाद,Rajendra Prasad
196,राजेन्द्र सिंह (रज्जू भैया),Rajendra Singh (RSS)
197,राजेन्द्रनाथ लाहिड़ी,Rajendra Lahiri
198,राज्यपाल,Governor
199,राम,Rama
200,राम प्रसाद बिस्मिल,Ram Prasad Bismil
201,रामविलास शर्मा,Ram Vilas Sharma
202,राष्ट्रीय शैक्षिक अनुसंधान और प्रशिक्षण परिषद,National Council of Educational Research and Training
203,राष्ट्रीय स्वयंसेवक संघ,Rashtriya Swayamsevak Sangh
204,रूस,Russia
205,लखनऊ,Lucknow
206,लन्दन,London
207,लालबहादुर शास्त्री,Lal Bahadur Shastri
208,लाला लाजपत राय,Lala Lajpat Rai
209,लाला हरदयाल,Har Dayal
210,लाहौर,Lahore
211,लुधियाना,Ludhiana
212,लेखक,Writer
213,लोकतन्त्र,Democracy
214,वाराणसी,Varanasi
215,"विज्ञान भवन, नई दिल्ली",Vigyan Bhavan
216,व्यापार,Trade
217,शचींद्रनाथ सान्याल,Sachindra Nath Sanyal
218,शायर,Poet
219,शाहजहाँपुर,Shahjahanpur
220,शिमला,Shimla
221,संयुक्त प्रान्त आगरा व अवध,United Provinces of Agra and Oudh
222,संविधान,Constitution
223,संस्कृत,Sanskrit
224,सत्यार्थ प्रकाश,Satyarth Prakash
225,सरफरोशी की तमन्ना,Sarfaroshi Ki Tamanna
226,सरसंघचालक,List of Sarsanghchalaks of the Rashtriya Swayamsevak Sangh
227,सरोजिनी नायडू,Sarojini Naidu
228,सहारनपुर,Saharanpur
229,साइमन कमीशन,Simon Commission
230,साक्ष्य,Evidence
231,साहित्य अकादमी,Sahitya Akademi
232,सिंगापुर,Singapore
233,सुखदेव,Sukhdev Thapar
234,सुभाषचन्द्र बोस,Subhas Chandra Bose
235,सूर्य सेन,Surya Sen
236,स्कूल,School
237,स्कॉटलैण्ड,Scotland
238,स्वराज,Swaraj
239,स्वराज पार्टी,Swaraj Party
240,हजारीबाग,Hazaribagh
241,हरदोई,Hardoi
242,हिन्द स्वराज,Hind Swaraj or Indian Home Rule
243,हिन्दुस्तान,Hindustan
244,गुर्जर,Gurjar
245,मंगल पांडे,Mangal Pandey
246,मेरठ,Meerut
247,मेरठ विश्वविद्यालय,Chaudhary Charan Singh University
248,१८५७ का प्रथम भारतीय स्वतंत्रता संग्राम,Indian Rebellion of 1857
